date,ambulance,heat stroke,kw_group,breathing problems,asthma attack,air quality,chest pain,hospital wait time,emergency room
2020-03-22,,,hospital wait time_emergency room,,,,,24.0,60.0
2020-03-22,,,air quality_chest pain,,,9.0,47.0,,
2020-03-22,,,breathing problems_asthma attack,97.0,92.0,,,,
2020-03-22,25.0,0.0,ambulance_heat stroke,,,,,,
2020-03-29,,,hospital wait time_emergency room,,,,,25.0,55.0
2020-03-29,,,air quality_chest pain,,,9.0,46.0,,
2020-03-29,,,breathing problems_asthma attack,69.0,51.0,,,,
2020-03-29,28.0,0.0,ambulance_heat stroke,,,,,,
2020-04-05,,,hospital wait time_emergency room,,,,,20.0,45.0
2020-04-05,,,breathing problems_asthma attack,84.0,41.0,,,,
2020-04-05,,,air quality_chest pain,,,8.0,40.0,,
2020-04-05,25.0,2.0,ambulance_heat stroke,,,,,,
2020-04-12,,,air quality_chest pain,,,6.0,36.0,,
2020-04-12,24.0,0.0,ambulance_heat stroke,,,,,,
2020-04-12,,,breathing problems_asthma attack,90.0,37.0,,,,
2020-04-12,,,hospital wait time_emergency room,,,,,16.0,44.0
2020-04-19,,,breathing problems_asthma attack,70.0,30.0,,,,
2020-04-19,,,air quality_chest pain,,,7.0,32.0,,
2020-04-19,25.0,0.0,ambulance_heat stroke,,,,,,
2020-04-19,,,hospital wait time_emergency room,,,,,13.0,42.0
2020-04-26,,,air quality_chest pain,,,6.0,32.0,,
2020-04-26,,,hospital wait time_emergency room,,,,,24.0,48.0
2020-04-26,29.0,3.0,ambulance_heat stroke,,,,,,
2020-04-26,,,breathing problems_asthma attack,68.0,34.0,,,,
2020-05-03,25.0,6.0,ambulance_heat stroke,,,,,,
2020-05-03,,,hospital wait time_emergency room,,,,,20.0,34.0
2020-05-03,,,air quality_chest pain,,,5.0,32.0,,
2020-05-03,,,breathing problems_asthma attack,63.0,35.0,,,,
2020-05-10,,,hospital wait time_emergency room,,,,,14.0,38.0
2020-05-10,,,breathing problems_asthma attack,75.0,41.0,,,,
2020-05-10,,,air quality_chest pain,,,7.0,30.0,,
2020-05-10,23.0,2.0,ambulance_heat stroke,,,,,,
2020-05-17,,,hospital wait time_emergency room,,,,,15.0,40.0
2020-05-17,,,breathing problems_asthma attack,57.0,50.0,,,,
2020-05-17,,,air quality_chest pain,,,8.0,31.0,,
2020-05-17,21.0,16.0,ambulance_heat stroke,,,,,,
2020-05-24,,,hospital wait time_emergency room,,,,,18.0,42.0
2020-05-24,26.0,50.0,ambulance_heat stroke,,,,,,
2020-05-24,,,breathing problems_asthma attack,60.0,30.0,,,,
2020-05-24,,,air quality_chest pain,,,7.0,25.0,,
2020-05-31,,,hospital wait time_emergency room,,,,,14.0,46.0
2020-05-31,30.0,14.0,ambulance_heat stroke,,,,,,
2020-05-31,,,breathing problems_asthma attack,44.0,48.0,,,,
2020-05-31,,,air quality_chest pain,,,6.0,29.0,,
2020-06-07,,,air quality_chest pain,,,6.0,27.0,,
2020-06-07,27.0,21.0,ambulance_heat stroke,,,,,,
2020-06-07,,,breathing problems_asthma attack,70.0,36.0,,,,
2020-06-07,,,hospital wait time_emergency room,,,,,21.0,48.0
2020-06-14,,,hospital wait time_emergency room,,,,,12.0,35.0
2020-06-14,,,air quality_chest pain,,,5.0,26.0,,
2020-06-14,28.0,27.0,ambulance_heat stroke,,,,,,
2020-06-14,,,breathing problems_asthma attack,51.0,66.0,,,,
2020-06-21,30.0,32.0,ambulance_heat stroke,,,,,,
2020-06-21,,,hospital wait time_emergency room,,,,,20.0,48.0
2020-06-21,,,air quality_chest pain,,,7.0,27.0,,
2020-06-21,,,breathing problems_asthma attack,53.0,42.0,,,,
2020-06-28,,,breathing problems_asthma attack,54.0,73.0,,,,
2020-06-28,,,hospital wait time_emergency room,,,,,22.0,53.0
2020-06-28,,,air quality_chest pain,,,6.0,27.0,,
2020-06-28,31.0,59.0,ambulance_heat stroke,,,,,,
2020-07-05,34.0,70.0,ambulance_heat stroke,,,,,,
2020-07-05,,,air quality_chest pain,,,11.0,25.0,,
2020-07-05,,,breathing problems_asthma attack,59.0,37.0,,,,
2020-07-05,,,hospital wait time_emergency room,,,,,24.0,45.0
2020-07-12,,,air quality_chest pain,,,6.0,28.0,,
2020-07-12,,,breathing problems_asthma attack,73.0,50.0,,,,
2020-07-12,35.0,22.0,ambulance_heat stroke,,,,,,
2020-07-12,,,hospital wait time_emergency room,,,,,14.0,49.0
2020-07-19,,,breathing problems_asthma attack,71.0,0.0,,,,
2020-07-19,,,hospital wait time_emergency room,,,,,24.0,51.0
2020-07-19,34.0,22.0,ambulance_heat stroke,,,,,,
2020-07-19,,,air quality_chest pain,,,5.0,30.0,,
2020-07-26,33.0,30.0,ambulance_heat stroke,,,,,,
2020-07-26,,,breathing problems_asthma attack,67.0,0.0,,,,
2020-07-26,,,air quality_chest pain,,,7.0,26.0,,
2020-07-26,,,hospital wait time_emergency room,,,,,23.0,48.0
2020-08-02,,,air quality_chest pain,,,5.0,25.0,,
2020-08-02,31.0,10.0,ambulance_heat stroke,,,,,,
2020-08-02,,,breathing problems_asthma attack,61.0,61.0,,,,
2020-08-02,,,hospital wait time_emergency room,,,,,21.0,65.0
2020-08-09,,,air quality_chest pain,,,7.0,28.0,,
2020-08-09,33.0,20.0,ambulance_heat stroke,,,,,,
2020-08-09,,,hospital wait time_emergency room,,,,,25.0,49.0
2020-08-09,,,breathing problems_asthma attack,59.0,0.0,,,,
2020-08-16,,,hospital wait time_emergency room,,,,,18.0,51.0
2020-08-16,,,breathing problems_asthma attack,53.0,34.0,,,,
2020-08-16,,,air quality_chest pain,,,7.0,22.0,,
2020-08-16,39.0,10.0,ambulance_heat stroke,,,,,,
2020-08-23,,,hospital wait time_emergency room,,,,,17.0,53.0
2020-08-23,,,breathing problems_asthma attack,58.0,38.0,,,,
2020-08-23,33.0,12.0,ambulance_heat stroke,,,,,,
2020-08-23,,,air quality_chest pain,,,8.0,25.0,,
2020-08-30,,,breathing problems_asthma attack,82.0,43.0,,,,
2020-08-30,34.0,3.0,ambulance_heat stroke,,,,,,
2020-08-30,,,hospital wait time_emergency room,,,,,19.0,56.0
2020-08-30,,,air quality_chest pain,,,6.0,24.0,,
2020-09-06,,,hospital wait time_emergency room,,,,,24.0,46.0
2020-09-06,31.0,2.0,ambulance_heat stroke,,,,,,
2020-09-06,,,breathing problems_asthma attack,71.0,49.0,,,,
2020-09-06,,,air quality_chest pain,,,16.0,25.0,,
2020-09-13,,,hospital wait time_emergency room,,,,,30.0,37.0
2020-09-13,,,breathing problems_asthma attack,71.0,56.0,,,,
2020-09-13,35.0,2.0,ambulance_heat stroke,,,,,,
2020-09-13,,,air quality_chest pain,,,50.0,29.0,,
2020-09-20,,,breathing problems_asthma attack,65.0,39.0,,,,
2020-09-20,33.0,3.0,ambulance_heat stroke,,,,,,
2020-09-20,,,hospital wait time_emergency room,,,,,22.0,50.0
2020-09-20,,,air quality_chest pain,,,16.0,29.0,,
2020-09-27,,,hospital wait time_emergency room,,,,,19.0,53.0
2020-09-27,,,breathing problems_asthma attack,48.0,62.0,,,,
2020-09-27,,,air quality_chest pain,,,10.0,26.0,,
2020-09-27,34.0,2.0,ambulance_heat stroke,,,,,,
2020-10-04,,,air quality_chest pain,,,7.0,26.0,,
2020-10-04,28.0,2.0,ambulance_heat stroke,,,,,,
2020-10-04,,,hospital wait time_emergency room,,,,,23.0,49.0
2020-10-04,,,breathing problems_asthma attack,81.0,56.0,,,,
2020-10-11,,,breathing problems_asthma attack,40.0,65.0,,,,
2020-10-11,,,hospital wait time_emergency room,,,,,19.0,40.0
2020-10-11,,,air quality_chest pain,,,7.0,31.0,,
2020-10-11,34.0,2.0,ambulance_heat stroke,,,,,,
2020-10-18,,,breathing problems_asthma attack,66.0,0.0,,,,
2020-10-18,,,hospital wait time_emergency room,,,,,19.0,48.0
2020-10-18,,,air quality_chest pain,,,7.0,29.0,,
2020-10-18,28.0,0.0,ambulance_heat stroke,,,,,,
2020-10-25,,,hospital wait time_emergency room,,,,,17.0,52.0
2020-10-25,,,air quality_chest pain,,,7.0,29.0,,
2020-10-25,32.0,0.0,ambulance_heat stroke,,,,,,
2020-10-25,,,breathing problems_asthma attack,52.0,38.0,,,,
2020-11-01,29.0,2.0,ambulance_heat stroke,,,,,,
2020-11-01,,,air quality_chest pain,,,6.0,25.0,,
2020-11-01,,,hospital wait time_emergency room,,,,,18.0,37.0
2020-11-01,,,breathing problems_asthma attack,45.0,54.0,,,,
2020-11-08,,,hospital wait time_emergency room,,,,,13.0,50.0
2020-11-08,,,air quality_chest pain,,,7.0,26.0,,
2020-11-08,28.0,0.0,ambulance_heat stroke,,,,,,
2020-11-08,,,breathing problems_asthma attack,40.0,50.0,,,,
2020-11-15,,,air quality_chest pain,,,8.0,29.0,,
2020-11-15,,,hospital wait time_emergency room,,,,,19.0,41.0
2020-11-15,33.0,0.0,ambulance_heat stroke,,,,,,
2020-11-15,,,breathing problems_asthma attack,79.0,43.0,,,,
2020-11-22,,,hospital wait time_emergency room,,,,,18.0,51.0
2020-11-22,,,breathing problems_asthma attack,52.0,0.0,,,,
2020-11-22,31.0,0.0,ambulance_heat stroke,,,,,,
2020-11-22,,,air quality_chest pain,,,7.0,29.0,,
2020-11-29,,,breathing problems_asthma attack,54.0,46.0,,,,
2020-11-29,,,hospital wait time_emergency room,,,,,16.0,49.0
2020-11-29,33.0,0.0,ambulance_heat stroke,,,,,,
2020-11-29,,,air quality_chest pain,,,6.0,29.0,,
2020-12-06,,,breathing problems_asthma attack,68.0,42.0,,,,
2020-12-06,,,hospital wait time_emergency room,,,,,15.0,40.0
2020-12-06,28.0,0.0,ambulance_heat stroke,,,,,,
2020-12-06,,,air quality_chest pain,,,7.0,27.0,,
2020-12-13,30.0,0.0,ambulance_heat stroke,,,,,,
2020-12-13,,,air quality_chest pain,,,6.0,30.0,,
2020-12-13,,,breathing problems_asthma attack,43.0,40.0,,,,
2020-12-13,,,hospital wait time_emergency room,,,,,19.0,46.0
2020-12-20,,,hospital wait time_emergency room,,,,,30.0,46.0
2020-12-20,,,air quality_chest pain,,,4.0,32.0,,
2020-12-20,,,breathing problems_asthma attack,54.0,58.0,,,,
2020-12-20,24.0,0.0,ambulance_heat stroke,,,,,,
2020-12-27,,,hospital wait time_emergency room,,,,,0.0,40.0
2020-12-27,,,air quality_chest pain,,,5.0,32.0,,
2020-12-27,28.0,0.0,ambulance_heat stroke,,,,,,
2020-12-27,,,breathing problems_asthma attack,68.0,39.0,,,,
2021-01-03,,,hospital wait time_emergency room,,,,,17.0,45.0
2021-01-03,,,air quality_chest pain,,,4.0,31.0,,
2021-01-03,34.0,0.0,ambulance_heat stroke,,,,,,
2021-01-03,,,breathing problems_asthma attack,50.0,44.0,,,,
2021-01-10,,,breathing problems_asthma attack,55.0,41.0,,,,
2021-01-10,,,air quality_chest pain,,,7.0,28.0,,
2021-01-10,34.0,0.0,ambulance_heat stroke,,,,,,
2021-01-10,,,hospital wait time_emergency room,,,,,16.0,43.0
2021-01-17,,,air quality_chest pain,,,6.0,30.0,,
2021-01-17,,,hospital wait time_emergency room,,,,,27.0,38.0
2021-01-17,,,breathing problems_asthma attack,53.0,0.0,,,,
2021-01-17,28.0,0.0,ambulance_heat stroke,,,,,,
2021-01-24,,,breathing problems_asthma attack,66.0,0.0,,,,
2021-01-24,,,air quality_chest pain,,,7.0,30.0,,
2021-01-24,,,hospital wait time_emergency room,,,,,16.0,41.0
2021-01-24,31.0,2.0,ambulance_heat stroke,,,,,,
2021-01-31,,,air quality_chest pain,,,8.0,32.0,,
2021-01-31,,,breathing problems_asthma attack,36.0,0.0,,,,
2021-01-31,31.0,0.0,ambulance_heat stroke,,,,,,
2021-01-31,,,hospital wait time_emergency room,,,,,19.0,40.0
2021-02-07,28.0,0.0,ambulance_heat stroke,,,,,,
2021-02-07,,,air quality_chest pain,,,7.0,30.0,,
2021-02-07,,,breathing problems_asthma attack,40.0,38.0,,,,
2021-02-07,,,hospital wait time_emergency room,,,,,17.0,31.0
2021-02-14,31.0,0.0,ambulance_heat stroke,,,,,,
2021-02-14,,,air quality_chest pain,,,6.0,28.0,,
2021-02-14,,,hospital wait time_emergency room,,,,,19.0,35.0
2021-02-14,,,breathing problems_asthma attack,68.0,47.0,,,,
2021-02-21,32.0,0.0,ambulance_heat stroke,,,,,,
2021-02-21,,,hospital wait time_emergency room,,,,,22.0,50.0
2021-02-21,,,air quality_chest pain,,,6.0,31.0,,
2021-02-21,,,breathing problems_asthma attack,50.0,0.0,,,,
2021-02-28,,,hospital wait time_emergency room,,,,,20.0,50.0
2021-02-28,34.0,0.0,ambulance_heat stroke,,,,,,
2021-02-28,,,air quality_chest pain,,,5.0,29.0,,
2021-02-28,,,breathing problems_asthma attack,52.0,53.0,,,,
2021-03-07,33.0,2.0,ambulance_heat stroke,,,,,,
2021-03-07,,,hospital wait time_emergency room,,,,,22.0,44.0
2021-03-07,,,air quality_chest pain,,,5.0,28.0,,
2021-03-07,,,breathing problems_asthma attack,84.0,0.0,,,,
2021-03-14,,,hospital wait time_emergency room,,,,,13.0,33.0
2021-03-14,,,air quality_chest pain,,,6.0,28.0,,
2021-03-14,32.0,2.0,ambulance_heat stroke,,,,,,
2021-03-14,,,breathing problems_asthma attack,57.0,38.0,,,,
2021-03-21,,,breathing problems_asthma attack,60.0,35.0,,,,
2021-03-21,,,hospital wait time_emergency room,,,,,20.0,42.0
2021-03-21,33.0,4.0,ambulance_heat stroke,,,,,,
2021-03-21,,,air quality_chest pain,,,6.0,28.0,,
2021-03-28,,,breathing problems_asthma attack,46.0,52.0,,,,
2021-03-28,28.0,0.0,ambulance_heat stroke,,,,,,
2021-03-28,,,air quality_chest pain,,,6.0,27.0,,
2021-03-28,,,hospital wait time_emergency room,,,,,25.0,40.0
2021-04-04,,,hospital wait time_emergency room,,,,,17.0,38.0
2021-04-04,33.0,3.0,ambulance_heat stroke,,,,,,
2021-04-04,,,breathing problems_asthma attack,59.0,53.0,,,,
2021-04-04,,,air quality_chest pain,,,5.0,27.0,,
2021-04-11,,,hospital wait time_emergency room,,,,,21.0,46.0
2021-04-11,,,breathing problems_asthma attack,58.0,33.0,,,,
2021-04-11,31.0,2.0,ambulance_heat stroke,,,,,,
2021-04-11,,,air quality_chest pain,,,6.0,28.0,,
2021-04-18,,,breathing problems_asthma attack,74.0,35.0,,,,
2021-04-18,36.0,0.0,ambulance_heat stroke,,,,,,
2021-04-18,,,air quality_chest pain,,,5.0,32.0,,
2021-04-18,,,hospital wait time_emergency room,,,,,23.0,46.0
2021-04-25,,,hospital wait time_emergency room,,,,,18.0,49.0
2021-04-25,,,breathing problems_asthma attack,41.0,0.0,,,,
2021-04-25,,,air quality_chest pain,,,6.0,33.0,,
2021-04-25,32.0,2.0,ambulance_heat stroke,,,,,,
2021-05-02,,,breathing problems_asthma attack,58.0,0.0,,,,
2021-05-02,,,hospital wait time_emergency room,,,,,20.0,38.0
2021-05-02,,,air quality_chest pain,,,4.0,32.0,,
2021-05-02,34.0,3.0,ambulance_heat stroke,,,,,,
2021-05-09,,,hospital wait time_emergency room,,,,,12.0,44.0
2021-05-09,,,breathing problems_asthma attack,63.0,40.0,,,,
2021-05-09,33.0,5.0,ambulance_heat stroke,,,,,,
2021-05-09,,,air quality_chest pain,,,5.0,29.0,,
2021-05-16,,,breathing problems_asthma attack,77.0,35.0,,,,
2021-05-16,33.0,27.0,ambulance_heat stroke,,,,,,
2021-05-16,,,air quality_chest pain,,,8.0,28.0,,
2021-05-16,,,hospital wait time_emergency room,,,,,20.0,41.0
2021-05-23,,,air quality_chest pain,,,5.0,29.0,,
2021-05-23,32.0,16.0,ambulance_heat stroke,,,,,,
2021-05-23,,,breathing problems_asthma attack,46.0,37.0,,,,
2021-05-23,,,hospital wait time_emergency room,,,,,28.0,49.0
2021-05-30,32.0,13.0,ambulance_heat stroke,,,,,,
2021-05-30,,,hospital wait time_emergency room,,,,,19.0,44.0
2021-05-30,,,air quality_chest pain,,,5.0,27.0,,
2021-05-30,,,breathing problems_asthma attack,33.0,43.0,,,,
2021-06-06,,,air quality_chest pain,,,10.0,26.0,,
2021-06-06,,,breathing problems_asthma attack,0.0,0.0,,,,
2021-06-06,,,hospital wait time_emergency room,,,,,11.0,34.0
2021-06-06,35.0,49.0,ambulance_heat stroke,,,,,,
2021-06-13,,,air quality_chest pain,,,5.0,28.0,,
2021-06-13,,,breathing problems_asthma attack,51.0,0.0,,,,
2021-06-13,,,hospital wait time_emergency room,,,,,25.0,46.0
2021-06-13,34.0,14.0,ambulance_heat stroke,,,,,,
2021-06-20,28.0,12.0,ambulance_heat stroke,,,,,,
2021-06-20,,,air quality_chest pain,,,6.0,31.0,,
2021-06-20,,,hospital wait time_emergency room,,,,,22.0,32.0
2021-06-20,,,breathing problems_asthma attack,0.0,69.0,,,,
2021-06-27,,,breathing problems_asthma attack,49.0,0.0,,,,
2021-06-27,,,air quality_chest pain,,,6.0,29.0,,
2021-06-27,28.0,42.0,ambulance_heat stroke,,,,,,
2021-06-27,,,hospital wait time_emergency room,,,,,30.0,44.0
2021-07-04,,,hospital wait time_emergency room,,,,,30.0,45.0
2021-07-04,,,air quality_chest pain,,,6.0,31.0,,
2021-07-04,31.0,30.0,ambulance_heat stroke,,,,,,
2021-07-04,,,breathing problems_asthma attack,41.0,34.0,,,,
2021-07-11,,,breathing problems_asthma attack,64.0,0.0,,,,
2021-07-11,,,air quality_chest pain,,,12.0,29.0,,
2021-07-11,31.0,14.0,ambulance_heat stroke,,,,,,
2021-07-11,,,hospital wait time_emergency room,,,,,33.0,57.0
2021-07-18,,,breathing problems_asthma attack,46.0,50.0,,,,
2021-07-18,,,air quality_chest pain,,,100.0,31.0,,
2021-07-18,30.0,16.0,ambulance_heat stroke,,,,,,
2021-07-18,,,hospital wait time_emergency room,,,,,26.0,55.0
2021-07-25,,,air quality_chest pain,,,66.0,29.0,,
2021-07-25,,,breathing problems_asthma attack,78.0,0.0,,,,
2021-07-25,,,hospital wait time_emergency room,,,,,29.0,61.0
2021-07-25,30.0,14.0,ambulance_heat stroke,,,,,,
2021-08-01,,,breathing problems_asthma attack,50.0,69.0,,,,
2021-08-01,,,hospital wait time_emergency room,,,,,38.0,56.0
2021-08-01,36.0,16.0,ambulance_heat stroke,,,,,,
2021-08-01,,,air quality_chest pain,,,32.0,30.0,,
2021-08-08,,,breathing problems_asthma attack,0.0,0.0,,,,
2021-08-08,,,hospital wait time_emergency room,,,,,48.0,69.0
2021-08-08,36.0,29.0,ambulance_heat stroke,,,,,,
2021-08-08,,,air quality_chest pain,,,29.0,27.0,,
2021-08-15,36.0,23.0,ambulance_heat stroke,,,,,,
2021-08-15,,,air quality_chest pain,,,17.0,26.0,,
2021-08-15,,,hospital wait time_emergency room,,,,,39.0,52.0
2021-08-15,,,breathing problems_asthma attack,56.0,60.0,,,,
2021-08-22,,,air quality_chest pain,,,13.0,27.0,,
2021-08-22,,,breathing problems_asthma attack,52.0,0.0,,,,
2021-08-22,38.0,46.0,ambulance_heat stroke,,,,,,
2021-08-22,,,hospital wait time_emergency room,,,,,37.0,63.0
2021-08-29,,,breathing problems_asthma attack,63.0,0.0,,,,
2021-08-29,32.0,14.0,ambulance_heat stroke,,,,,,
2021-08-29,,,air quality_chest pain,,,7.0,27.0,,
2021-08-29,,,hospital wait time_emergency room,,,,,31.0,38.0
2021-09-05,,,air quality_chest pain,,,7.0,29.0,,
2021-09-05,,,breathing problems_asthma attack,64.0,45.0,,,,
2021-09-05,,,hospital wait time_emergency room,,,,,35.0,55.0
2021-09-05,32.0,4.0,ambulance_heat stroke,,,,,,
2021-09-12,,,air quality_chest pain,,,8.0,26.0,,
2021-09-12,,,breathing problems_asthma attack,62.0,50.0,,,,
2021-09-12,,,hospital wait time_emergency room,,,,,26.0,66.0
2021-09-12,35.0,0.0,ambulance_heat stroke,,,,,,
2021-09-19,29.0,3.0,ambulance_heat stroke,,,,,,
2021-09-19,,,air quality_chest pain,,,5.0,25.0,,
2021-09-19,,,hospital wait time_emergency room,,,,,18.0,57.0
2021-09-19,,,breathing problems_asthma attack,53.0,55.0,,,,
2021-09-26,,,air quality_chest pain,,,7.0,31.0,,
2021-09-26,,,hospital wait time_emergency room,,,,,32.0,51.0
2021-09-26,,,breathing problems_asthma attack,67.0,56.0,,,,
2021-09-26,32.0,0.0,ambulance_heat stroke,,,,,,
2021-10-03,,,air quality_chest pain,,,7.0,29.0,,
2021-10-03,,,hospital wait time_emergency room,,,,,34.0,55.0
2021-10-03,31.0,0.0,ambulance_heat stroke,,,,,,
2021-10-03,,,breathing problems_asthma attack,71.0,0.0,,,,
2021-10-10,,,breathing problems_asthma attack,74.0,0.0,,,,
2021-10-10,,,hospital wait time_emergency room,,,,,26.0,51.0
2021-10-10,,,air quality_chest pain,,,7.0,26.0,,
2021-10-10,31.0,0.0,ambulance_heat stroke,,,,,,
2021-10-17,,,breathing problems_asthma attack,56.0,82.0,,,,
2021-10-17,,,hospital wait time_emergency room,,,,,33.0,74.0
2021-10-17,42.0,2.0,ambulance_heat stroke,,,,,,
2021-10-17,,,air quality_chest pain,,,7.0,30.0,,
2021-10-24,,,breathing problems_asthma attack,0.0,60.0,,,,
2021-10-24,,,hospital wait time_emergency room,,,,,32.0,50.0
2021-10-24,41.0,0.0,ambulance_heat stroke,,,,,,
2021-10-24,,,air quality_chest pain,,,7.0,26.0,,
2021-10-31,,,hospital wait time_emergency room,,,,,32.0,63.0
2021-10-31,,,air quality_chest pain,,,7.0,26.0,,
2021-10-31,34.0,2.0,ambulance_heat stroke,,,,,,
2021-10-31,,,breathing problems_asthma attack,0.0,49.0,,,,
2021-11-07,33.0,0.0,ambulance_heat stroke,,,,,,
2021-11-07,,,hospital wait time_emergency room,,,,,37.0,56.0
2021-11-07,,,air quality_chest pain,,,8.0,27.0,,
2021-11-07,,,breathing problems_asthma attack,42.0,53.0,,,,
2021-11-14,,,air quality_chest pain,,,7.0,26.0,,
2021-11-14,,,breathing problems_asthma attack,44.0,0.0,,,,
2021-11-14,34.0,2.0,ambulance_heat stroke,,,,,,
2021-11-14,,,hospital wait time_emergency room,,,,,35.0,44.0
2021-11-21,,,air quality_chest pain,,,5.0,24.0,,
2021-11-21,32.0,2.0,ambulance_heat stroke,,,,,,
2021-11-21,,,hospital wait time_emergency room,,,,,32.0,61.0
2021-11-21,,,breathing problems_asthma attack,42.0,48.0,,,,
2021-11-28,33.0,0.0,ambulance_heat stroke,,,,,,
2021-11-28,,,breathing problems_asthma attack,50.0,0.0,,,,
2021-11-28,,,air quality_chest pain,,,7.0,29.0,,
2021-11-28,,,hospital wait time_emergency room,,,,,30.0,54.0
2021-12-05,30.0,0.0,ambulance_heat stroke,,,,,,
2021-12-05,,,hospital wait time_emergency room,,,,,25.0,57.0
2021-12-05,,,air quality_chest pain,,,7.0,30.0,,
2021-12-05,,,breathing problems_asthma attack,57.0,54.0,,,,
2021-12-12,,,air quality_chest pain,,,6.0,30.0,,
2021-12-12,,,hospital wait time_emergency room,,,,,36.0,51.0
2021-12-12,31.0,2.0,ambulance_heat stroke,,,,,,
2021-12-12,,,breathing problems_asthma attack,45.0,0.0,,,,
2021-12-19,,,air quality_chest pain,,,5.0,31.0,,
2021-12-19,,,hospital wait time_emergency room,,,,,29.0,58.0
2021-12-19,,,breathing problems_asthma attack,93.0,0.0,,,,
2021-12-19,27.0,0.0,ambulance_heat stroke,,,,,,
2021-12-26,,,breathing problems_asthma attack,55.0,47.0,,,,
2021-12-26,,,hospital wait time_emergency room,,,,,45.0,57.0
2021-12-26,28.0,0.0,ambulance_heat stroke,,,,,,
2021-12-26,,,air quality_chest pain,,,6.0,36.0,,
2022-01-02,,,breathing problems_asthma attack,56.0,0.0,,,,
2022-01-02,35.0,0.0,ambulance_heat stroke,,,,,,
2022-01-02,,,air quality_chest pain,,,7.0,36.0,,
2022-01-02,,,hospital wait time_emergency room,,,,,25.0,56.0
2022-01-09,39.0,0.0,ambulance_heat stroke,,,,,,
2022-01-09,,,breathing problems_asthma attack,38.0,52.0,,,,
2022-01-09,,,hospital wait time_emergency room,,,,,22.0,58.0
2022-01-09,,,air quality_chest pain,,,9.0,33.0,,
2022-01-16,,,breathing problems_asthma attack,70.0,35.0,,,,
2022-01-16,,,air quality_chest pain,,,7.0,33.0,,
2022-01-16,,,hospital wait time_emergency room,,,,,30.0,53.0
2022-01-16,35.0,0.0,ambulance_heat stroke,,,,,,
2022-01-23,34.0,0.0,ambulance_heat stroke,,,,,,
2022-01-23,,,breathing problems_asthma attack,57.0,46.0,,,,
2022-01-23,,,air quality_chest pain,,,8.0,33.0,,
2022-01-23,,,hospital wait time_emergency room,,,,,18.0,43.0
2022-01-30,,,breathing problems_asthma attack,45.0,45.0,,,,
2022-01-30,,,hospital wait time_emergency room,,,,,28.0,48.0
2022-01-30,,,air quality_chest pain,,,9.0,31.0,,
2022-01-30,50.0,0.0,ambulance_heat stroke,,,,,,
2022-02-06,,,breathing problems_asthma attack,46.0,52.0,,,,
2022-02-06,,,hospital wait time_emergency room,,,,,31.0,56.0
2022-02-06,38.0,0.0,ambulance_heat stroke,,,,,,
2022-02-06,,,air quality_chest pain,,,8.0,32.0,,
2022-02-13,,,breathing problems_asthma attack,54.0,62.0,,,,
2022-02-13,,,air quality_chest pain,,,7.0,29.0,,
2022-02-13,,,hospital wait time_emergency room,,,,,22.0,51.0
2022-02-13,32.0,0.0,ambulance_heat stroke,,,,,,
2022-02-20,35.0,2.0,ambulance_heat stroke,,,,,,
2022-02-20,,,breathing problems_asthma attack,32.0,29.0,,,,
2022-02-20,,,hospital wait time_emergency room,,,,,19.0,46.0
2022-02-20,,,air quality_chest pain,,,6.0,30.0,,
2022-02-27,,,hospital wait time_emergency room,,,,,37.0,49.0
2022-02-27,,,air quality_chest pain,,,8.0,29.0,,
2022-02-27,37.0,1.0,ambulance_heat stroke,,,,,,
2022-02-27,,,breathing problems_asthma attack,55.0,39.0,,,,
2022-03-06,,,air quality_chest pain,,,7.0,31.0,,
2022-03-06,34.0,2.0,ambulance_heat stroke,,,,,,
2022-03-06,,,hospital wait time_emergency room,,,,,24.0,51.0
2022-03-06,,,breathing problems_asthma attack,74.0,49.0,,,,
2022-03-13,,,hospital wait time_emergency room,,,,,29.0,56.0
2022-03-13,,,breathing problems_asthma attack,38.0,69.0,,,,
2022-03-13,34.0,2.0,ambulance_heat stroke,,,,,,
2022-03-13,,,air quality_chest pain,,,8.0,31.0,,
2022-03-20,44.0,2.0,ambulance_heat stroke,,,,,,
2022-03-20,,,air quality_chest pain,,,8.0,29.0,,
2022-03-20,,,hospital wait time_emergency room,,,,,27.0,59.0
2022-03-20,,,breathing problems_asthma attack,45.0,69.0,,,,
2022-03-27,,,hospital wait time_emergency room,,,,,28.0,54.0
2022-03-27,,,breathing problems_asthma attack,73.0,40.0,,,,
2022-03-27,47.0,2.0,ambulance_heat stroke,,,,,,
2022-03-27,,,air quality_chest pain,,,8.0,29.0,,
2022-04-03,,,hospital wait time_emergency room,,,,,37.0,52.0
2022-04-03,92.0,2.0,ambulance_heat stroke,,,,,,
2022-04-03,,,air quality_chest pain,,,9.0,28.0,,
2022-04-03,,,breathing problems_asthma attack,51.0,76.0,,,,
2022-04-10,,,breathing problems_asthma attack,39.0,35.0,,,,
2022-04-10,,,hospital wait time_emergency room,,,,,34.0,49.0
2022-04-10,100.0,2.0,ambulance_heat stroke,,,,,,
2022-04-10,,,air quality_chest pain,,,7.0,29.0,,
2022-04-17,,,air quality_chest pain,,,7.0,28.0,,
2022-04-17,,,breathing problems_asthma attack,39.0,65.0,,,,
2022-04-17,91.0,3.0,ambulance_heat stroke,,,,,,
